episode_id,seed,scenario,white_version,black_profile,outcome,clean_win,breakthrough,friendly_usv_loss,enemy_kills,resolution_time,explored_area_km2,first_detection,first_lock,first_kill,reacquire_attempts,reacquire_success,first_friendly_death_time,abnormal_error,trace_path,first_lock,first_kill,reacquire_attempts,reacquire_success,first_friendly_death_time,lost_track_runs,capacity_hole_proxy_steps
S2_B3_s6084,6084,S2,W5,B3_ADAPTIVE,CLEAN_WIN,1,0,2,20,14681.0,82700.0,1864.0,7470.0,8388.0,138,138,8953,0,/root/autodl-tmp/hsystem/auto_harness/phase0/corpus/logs/S2_B3_s6084.log,7470.0,8388.0,138,138,8953,5,22
S2_B3_s6085,6085,S2,W5,B3_ADAPTIVE,CLEAN_WIN,1,0,4,20,24637.0,97550.0,1849.0,7525.0,8442.0,420,420,8377,0,/root/autodl-tmp/hsystem/auto_harness/phase0/corpus/logs/S2_B3_s6085.log,7525.0,8442.0,420,420,8377,9,33
S2_B3_s6086,6086,S2,W5,B3_ADAPTIVE,CLEAN_WIN,1,0,1,20,23856.0,110825.0,1851.0,7443.0,8382.0,160,160,8887,0,/root/autodl-tmp/hsystem/auto_harness/phase0/corpus/logs/S2_B3_s6086.log,7443.0,8382.0,160,160,8887,12,24
S2_B3_s6087,6087,S2,W5,B3_ADAPTIVE,CLEAN_WIN,1,0,4,20,15262.0,76725.0,1846.0,7442.0,8350.0,225,225,8913,0,/root/autodl-tmp/hsystem/auto_harness/phase0/corpus/logs/S2_B3_s6087.log,7442.0,8350.0,225,225,8913,3,22
S2_B3_s6088,6088,S2,W5,B3_ADAPTIVE,CLEAN_WIN,1,0,3,20,25494.0,112725.0,1848.0,7409.0,8380.0,185,185,8983,0,/root/autodl-tmp/hsystem/auto_harness/phase0/corpus/logs/S2_B3_s6088.log,7409.0,8380.0,185,185,8983,11,28
S2_B3_s6089,6089,S2,W5,B3_ADAPTIVE,CLEAN_WIN,1,0,6,20,18163.0,72000.0,1845.0,7443.0,8355.0,326,326,8421,0,/root/autodl-tmp/hsystem/auto_harness/phase0/corpus/logs/S2_B3_s6089.log,7443.0,8355.0,326,326,8421,9,25
S2_B3_s6090,6090,S2,W5,B3_ADAPTIVE,CLEAN_WIN,1,0,0,20,14010.0,74950.0,1851.0,7515.0,8413.0,143,143,,0,/root/autodl-tmp/hsystem/auto_harness/phase0/corpus/logs/S2_B3_s6090.log,7515.0,8413.0,143,143,,9,22
S2_B3_s6091,6091,S2,W5,B3_ADAPTIVE,CLEAN_WIN,1,0,2,20,22643.0,108425.0,1871.0,7461.0,8370.0,184,184,9357,0,/root/autodl-tmp/hsystem/auto_harness/phase0/corpus/logs/S2_B3_s6091.log,7461.0,8370.0,184,184,9357,11,28
S2_B3_s6092,6092,S2,W5,B3_ADAPTIVE,CLEAN_WIN,1,0,2,20,21947.0,113775.0,1866.0,7406.0,8328.0,128,128,8673,0,/root/autodl-tmp/hsystem/auto_harness/phase0/corpus/logs/S2_B3_s6092.log,7406.0,8328.0,128,128,8673,10,26
S2_B3_s6093,6093,S2,W5,B3_ADAPTIVE,BREAKTHROUGH_WIN,0,1,4,20,38255.0,106300.0,1861.0,7462.0,8387.0,177,176,8276,0,/root/autodl-tmp/hsystem/auto_harness/phase0/corpus/logs/S2_B3_s6093.log,7462.0,8387.0,177,176,8276,11,33
S2_B3_s6094,6094,S2,W5,B3_ADAPTIVE,CLEAN_WIN,1,0,3,20,16853.0,81975.0,1860.0,7425.0,8357.0,224,224,8920,0,/root/autodl-tmp/hsystem/auto_harness/phase0/corpus/logs/S2_B3_s6094.log,7425.0,8357.0,224,224,8920,10,25
S2_B3_s6095,6095,S2,W5,B3_ADAPTIVE,BREAKTHROUGH_WIN,0,1,2,20,39962.0,93500.0,1844.0,7377.0,8277.0,181,180,8400,0,/root/autodl-tmp/hsystem/auto_harness/phase0/corpus/logs/S2_B3_s6095.log,7377.0,8277.0,181,180,8400,10,34
S2_B3_s6096,6096,S2,W5,B3_ADAPTIVE,CLEAN_WIN,1,0,3,20,14282.0,63075.0,1841.0,7385.0,8298.0,238,238,10157,0,/root/autodl-tmp/hsystem/auto_harness/phase0/corpus/logs/S2_B3_s6096.log,7385.0,8298.0,238,238,10157,8,24
S2_B3_s6097,6097,S2,W5,B3_ADAPTIVE,CLEAN_WIN,1,0,3,20,16476.0,79425.0,1840.0,7502.0,8389.0,141,141,8808,0,/root/autodl-tmp/hsystem/auto_harness/phase0/corpus/logs/S2_B3_s6097.log,7502.0,8389.0,141,141,8808,8,25
S2_B3_s6098,6098,S2,W5,B3_ADAPTIVE,DEFEAT,0,1,4,19,24182.0,106100.0,1851.0,7428.0,8357.0,313,312,8293,0,/root/autodl-tmp/hsystem/auto_harness/phase0/corpus/logs/S2_B3_s6098.log,7428.0,8357.0,313,312,8293,11,31
S2_B3_s6099,6099,S2,W5,B3_ADAPTIVE,CLEAN_WIN,1,0,6,20,26223.0,112450.0,1870.0,7389.0,8287.0,200,200,8430,0,/root/autodl-tmp/hsystem/auto_harness/phase0/corpus/logs/S2_B3_s6099.log,7389.0,8287.0,200,200,8430,12,28
S2_B3_s6100,6100,S2,W5,B3_ADAPTIVE,BREAKTHROUGH_WIN,0,1,5,20,39503.0,95550.0,1858.0,7417.0,8322.0,266,265,8600,0,/root/autodl-tmp/hsystem/auto_harness/phase0/corpus/logs/S2_B3_s6100.log,7417.0,8322.0,266,265,8600,11,30
